id	type	parentid, name	parentid	parenttype	maxlat	maxlong	minlat	minlong
01123	C	AL, Tallapoosa	AL	S	33.10734177	-85.59298706	32.49296951	-86.01375580
01125	C	AL, Tuscaloosa	AL	S	33.60983276	-87.06573486	33.00337982	-87.84071350
01127	C	AL, Walker	AL	S	34.00520325	-86.95361328	33.51292801	-87.63611603
01129	C	AL, Washington	AL	S	31.69930267	-87.88765717	31.11407661	-88.46442413
01131	C	AL, Wilcox	AL	S	32.26896667	-86.85758209	31.82712364	-87.66793823
01133	C	AL, Winston	AL	S	34.30699539	-87.10990906	33.98543549	-87.63657379
05001	C	AR, Arkansas	AR	S	34.56782913	-91.05212402	33.93751144	-91.71179199
05003	C	AR, Ashley	AR	S	33.39821243	-91.45733643	33.00591660	-92.14273071
05005	C	AR, Baxter	AR	S	36.49872589	-92.15029144	35.97402191	-92.59497833
05007	C	AR, Benton	AR	S	36.49961853	-93.81557465	36.09939575	-94.61791992
05009	C	AR, Boone	AR	S	36.49848557	-92.85417938	36.11413193	-93.30082703
05011	C	AR, Bradley	AR	S	33.70780563	-91.95992279	33.16147232	-92.38251495
05013	C	AR, Calhoun	AR	S	33.80219650	-92.31171417	33.27039337	-92.77674103
05015	C	AR, Carroll	AR	S	36.49920273	-93.29568481	36.12126541	-93.89054871
05017	C	AR, Chicot	AR	S	33.56369781	-91.04514313	33.00410461	-91.46051788
05019	C	AR, Clark	AR	S	34.34085083	-92.87700653	33.77012253	-93.50221252
05021	C	AR, Clay	AR	S	36.49867630	-90.06354523	36.20059967	-90.80661774
05023	C	AR, Cleburne	AR	S	35.71218872	-91.78982544	35.35828781	-92.25276184
05025	C	AR, Cleveland	AR	S	34.06414032	-91.95319366	33.70419312	-92.47560120
05027	C	AR, Columbia	AR	S	33.45504379	-92.97846985	33.01726913	-93.49051666
05029	C	AR, Conway	AR	S	35.46295166	-92.47944641	35.07126617	-93.04101562
05031	C	AR, Craighead	AR	S	35.99641800	-90.28669739	35.69991684	-91.03696442
05033	C	AR, Crawford	AR	S	35.76463699	-93.89225006	35.35058975	-94.49313354
05035	C	AR, Crittenden	AR	S	35.44176483	-90.06476593	34.83296967	-90.50647736
05037	C	AR, Cross	AR	S	35.44971085	-90.50229645	35.14336777	-91.04267120
05039	C	AR, Dallas	AR	S	34.15587616	-92.33421326	33.79506302	-92.96065521
05041	C	AR, Desha	AR	S	34.11948776	-90.87052917	33.51714706	-91.55764771
05043	C	AR, Drew	AR	S	33.79224777	-91.45032501	33.38895416	-92.01514435
05045	C	AR, Faulkner	AR	S	35.36839676	-92.11146545	34.84221649	-92.59836578
05047	C	AR, Franklin	AR	S	35.77424622	-93.69598389	35.19958878	-94.08279419
05049	C	AR, Fulton	AR	S	36.49946213	-91.45000458	36.24994659	-92.15921783
05051	C	AR, Garland	AR	S	34.77349472	-92.79158020	34.38925552	-93.40722656
05053	C	AR, Grant	AR	S	34.49584198	-92.20771790	34.05963516	-92.67838287
05055	C	AR, Greene	AR	S	36.26799011	-90.19005585	35.96470642	-90.85979462
05057	C	AR, Hempstead	AR	S	34.00895309	-93.45645142	33.47607422	-93.96817017
05059	C	AR, Hot Spring	AR	S	34.50611496	-92.66870880	34.14962387	-93.40812683
05061	C	AR, Howard	AR	S	34.35563278	-93.82072449	33.74771500	-94.25612640
05063	C	AR, Independence	AR	S	35.94296265	-91.19779205	35.52627182	-91.87026978
05065	C	AR, Izard	AR	S	36.26124954	-91.67414093	35.86741257	-92.21520233
05067	C	AR, Jackson	AR	S	35.89002228	-91.03250122	35.35424423	-91.58467865
05069	C	AR, Jefferson	AR	S	34.49275589	-91.43214417	34.06231308	-92.23337555
05071	C	AR, Johnson	AR	S	35.76865005	-93.16445160	35.32742310	-93.71007538
05073	C	AR, Lafayette	AR	S	33.48203659	-93.36552429	33.01844025	-93.86041260
05075	C	AR, Lawrence	AR	S	36.25790024	-90.74747467	35.88087082	-91.35723114
05077	C	AR, Lee	AR	S	34.91194153	-90.40794373	34.62791061	-91.10244751
05079	C	AR, Lincoln	AR	S	34.17409134	-91.42171478	33.78338242	-91.97644043
05081	C	AR, Little River	AR	S	33.94507980	-93.82448578	33.53378677	-94.48587799
05083	C	AR, Logan	AR	S	35.43001175	-93.27828979	35.01971436	-94.14186096
05085	C	AR, Lonoke	AR	S	35.07575989	-91.63298798	34.48191833	-92.12133789
05087	C	AR, Madison	AR	S	36.30744934	-93.44561768	35.75975037	-93.96289062
05089	C	AR, Marion	AR	S	36.49860001	-92.40798187	36.06275558	-92.89069366
05091	C	AR, Miller	AR	S	33.61399078	-93.66555023	33.01906586	-94.04344940
05093	C	AR, Mississippi	AR	S	36.00060654	-89.64483643	35.38927841	-90.28880310
05095	C	AR, Monroe	AR	S	35.00411987	-91.00045776	34.33625412	-91.44779205
05097	C	AR, Montgomery	AR	S	34.74646378	-93.39389038	34.33952713	-93.93537140
05099	C	AR, Nevada	AR	S	33.96000290	-93.10427856	33.44074631	-93.48397064
05101	C	AR, Newton	AR	S	36.12507248	-92.93850708	35.72466278	-93.52478027
05103	C	AR, Ouachita	AR	S	33.82171631	-92.56706238	33.35598373	-93.11901093
05105	C	AR, Perry	AR	S	35.11351776	-92.54102325	34.77179337	-93.30588531
05107	C	AR, Phillips	AR	S	34.64572144	-90.54326630	34.11868668	-91.11790466
05109	C	AR, Pike	AR	S	34.35010147	-93.37178040	33.94325638	-93.93700409
05111	C	AR, Poinsett	AR	S	35.70855331	-90.28625488	35.43857193	-91.03937531
05113	C	AR, Polk	AR	S	34.72896194	-93.93009949	34.18986511	-94.47033691
05115	C	AR, Pope	AR	S	35.72883224	-92.80976105	35.11839676	-93.29901123
05117	C	AR, Prairie	AR	S	35.09141159	-91.34391022	34.47963715	-91.80387878
05119	C	AR, Pulaski	AR	S	35.01448441	-92.02954102	34.48935318	-92.75543213
05121	C	AR, Randolph	AR	S	36.49868774	-90.74838257	36.11489487	-91.40744019
05123	C	AR, St. Francis	AR	S	35.14893723	-90.40059662	34.86725998	-91.15238190
05125	C	AR, Saline	AR	S	34.85912704	-92.24420166	34.41118240	-93.07527924
05127	C	AR, Scott	AR	S	35.09967804	-93.70488739	34.66527176	-94.45456696
05129	C	AR, Searcy	AR	S	36.11512375	-92.41149902	35.71842957	-92.95131683
05131	C	AR, Sebastian	AR	S	35.45116425	-94.02854919	34.93175507	-94.44777679
05133	C	AR, Sevier	AR	S	34.19259644	-93.95883179	33.75099564	-94.47730255
05135	C	AR, Sharp	AR	S	36.49765015	-91.25858307	35.89062119	-91.71070862
05137	C	AR, Stone	AR	S	36.13298798	-91.83608246	35.70493317	-92.41833496
05139	C	AR, Union	AR	S	33.38788605	-92.06910706	33.00816345	-92.98871613
05141	C	AR, Van Buren	AR	S	35.79082489	-92.24051666	35.36371613	-92.85062408
05143	C	AR, Washington	AR	S	36.23763657	-93.88777161	35.75042725	-94.55217743
05145	C	AR, White	AR	S	35.53421021	-91.34709167	35.02103043	-92.11983490
05147	C	AR, Woodruff	AR	S	35.44584656	-91.03977966	34.91245270	-91.47804260
05149	C	AR, Yell	AR	S	35.31740189	-92.89611053	34.74339294	-93.71029663
60010	C	AS, Eastern	AS	S	14.37725067	-170.49472046	14.18583393	-170.79998779
60020	C	AS, Manu'a	AS	S	14.31728935	-169.36685181	14.10703182	-169.71504211
60050	C	AS, Western	AS	S	14.41994953	-170.66819763	14.24688053	-170.88246155
04001	C	AZ, Apache	AZ	S	36.99938965	-109.04521942	33.47558594	-110.00067902
04003	C	AZ, Cochise	AZ	S	32.42765045	-109.04761505	31.33250237	-110.46091461
04005	C	AZ, Coconino	AZ	S	37.00327301	-110.75067902	34.25969696	-113.35412598
04007	C	AZ, Gila	AZ	S	34.49866867	-110.00064850	32.98372269	-111.72051239
04009	C	AZ, Graham	AZ	S	33.65288162	-109.11399078	32.42447662	-110.45735931
04011	C	AZ, Greenlee	AZ	S	33.77875137	-109.04656219	32.42617798	-109.49577332
04012	C	AZ, La Paz	AZ	S	34.31903458	-113.33307648	33.02538681	-114.73077393
04013	C	AZ, Maricopa	AZ	S	34.04814148	-111.03990173	32.50493622	-113.33443451
04015	C	AZ, Mohave	AZ	S	37.00077057	-112.52950287	34.20985413	-114.75561523
04017	C	AZ, Navajo	AZ	S	37.00426102	-109.82671356	33.56755447	-110.75069427
04019	C	AZ, Pima	AZ	S	32.51418686	-110.44731903	31.42607498	-113.33410645
04021	C	AZ, Pinal	AZ	S	33.46610260	-110.44835663	32.50120163	-112.20373535
04023	C	AZ, Santa Cruz	AZ	S	31.73181915	-110.45172119	31.33217621	-111.36688995
04025	C	AZ, Yavapai	AZ	S	35.53109360	-111.46157074	33.88231277	-113.33415985
04027	C	AZ, Yuma	AZ	S	33.46465683	-113.33321381	32.03860855	-114.81651306
06001	C	CA, Alameda	CA	S	37.90582275	-121.47037506	37.45454025	-122.37377930
06003	C	CA, Alpine	CA	S	38.93332291	-119.54283142	38.32688141	-120.07333374
06005	C	CA, Amador	CA	S	38.70902252	-120.07233429	38.21854019	-121.02770996
06007	C	CA, Butte	CA	S	40.15203476	-121.07669830	39.29576111	-122.06884003
06009	C	CA, Calaveras	CA	S	38.50999069	-120.01993561	37.83228302	-120.99552155
06011	C	CA, Colusa	CA	S	39.41459274	-121.79531860	38.92389679	-122.78508759
06013	C	CA, Contra Costa	CA	S	38.09944534	-121.53754425	37.71862793	-122.44158173
06015	C	CA, Del Norte	CA	S	42.00091934	-123.51790619	41.38077545	-124.43949890
06017	C	CA, El Dorado	CA	S	39.06748962	-119.87808990	38.50242996	-121.14089966
06019	C	CA, Fresno	CA	S	37.58573532	-118.36058807	35.90707397	-120.91873169
06021	C	CA, Glenn	CA	S	39.80054855	-121.85647583	39.38294601	-122.93795776
06023	C	CA, Humboldt	CA	S	41.46585083	-123.40829468	40.00125504	-124.47064972
06025	C	CA, Imperial	CA	S	33.43381500	-114.46298218	32.61859131	-116.10626984
06027	C	CA, Inyo	CA	S	37.46530533	-115.64720154	35.78676224	-118.78644562
06029	C	CA, Kern	CA	S	35.79820251	-117.61619568	34.79060745	-120.19414520
06031	C	CA, Kings	CA	S	36.48904419	-119.47438812	35.78867722	-120.31507111
06033	C	CA, Lake	CA	S	39.58139801	-122.34017181	38.66750717	-123.09424591
06035	C	CA, Lassen	CA	S	41.18446732	-119.99592590	39.70765686	-121.33190155
06037	C	CA, Los Angeles	CA	S	34.82315063	-117.64560699	32.75003815	-118.95172119
06039	C	CA, Madera	CA	S	37.77798462	-119.02236176	36.76407242	-120.54536438
06041	C	CA, Marin	CA	S	38.32078552	-122.34745026	37.81512833	-123.13452148
06043	C	CA, Mariposa	CA	S	37.90092087	-119.30728149	37.18310928	-120.39459229
06045	C	CA, Mendocino	CA	S	40.00246811	-122.82159424	38.75811768	-124.13488770
06047	C	CA, Merced	CA	S	37.63336563	-120.05205536	36.74037933	-121.24864960
06049	C	CA, Modoc	CA	S	41.99761200	-119.99828339	41.18348312	-121.45713043
06051	C	CA, Mono	CA	S	38.71321106	-117.83272552	37.46258926	-119.65038300
06053	C	CA, Monterey	CA	S	36.91968155	-120.21398163	35.78897858	-122.05187988
06055	C	CA, Napa	CA	S	38.86424637	-122.06137848	38.15489578	-122.64469910
06057	C	CA, Nevada	CA	S	39.52578735	-120.00311279	39.00598145	-121.27978516
06059	C	CA, Orange	CA	S	33.94751358	-117.41298676	33.33399200	-118.12590027
06061	C	CA, Placer	CA	S	39.31644440	-120.00246429	38.71150208	-121.48446655
06063	C	CA, Plumas	CA	S	40.44971466	-120.09938812	39.59726334	-121.49785614
06065	C	CA, Riverside	CA	S	34.07988358	-114.43495178	33.42588806	-117.67628479
06067	C	CA, Sacramento	CA	S	38.73640060	-121.02623749	38.01861954	-121.86262512
06069	C	CA, San Benito	CA	S	36.98884583	-120.59656525	36.19786835	-121.64385223
06071	C	CA, San Bernardino	CA	S	35.80909729	-114.13149261	33.87083054	-117.80289459
06073	C	CA, San Diego	CA	S	33.50502396	-116.08100891	32.52883148	-117.61108398
06075	C	CA, San Francisco	CA	S	37.92982483	-122.28177643	37.63983154	-122.57371368
06077	C	CA, San Joaquin	CA	S	38.29791641	-120.92074585	37.48178482	-121.58672333
06079	C	CA, San Luis Obispo	CA	S	35.79665375	-119.47251129	34.89747620	-121.43817902
06081	C	CA, San Mateo	CA	S	37.70843124	-122.08147430	37.05476379	-122.58818054
06083	C	CA, Santa Barbara	CA	S	35.11410522	-118.97100830	33.41102219	-120.73429108
06085	C	CA, Santa Clara	CA	S	37.48463821	-121.20822906	36.89415359	-122.20237732
06087	C	CA, Santa Cruz	CA	S	37.28633881	-121.58115387	36.81959915	-122.31728363
06089	C	CA, Shasta	CA	S	41.18493271	-121.31996155	40.28537369	-123.06857300
06091	C	CA, Sierra	CA	S	39.77687836	-120.00119781	39.39128876	-121.05703735
06093	C	CA, Siskiyou	CA	S	42.00951767	-121.44599152	40.99274826	-123.71879578
06095	C	CA, Solano	CA	S	38.53897858	-121.59288788	38.03170395	-122.40708923
06097	C	CA, Sonoma	CA	S	38.85291672	-122.34745026	38.07326126	-123.63249969
06099	C	CA, Stanislaus	CA	S	38.07741928	-120.38732910	37.13477325	-121.48625183
06101	C	CA, Sutter	CA	S	39.30566406	-121.41439819	38.73460007	-121.94829559
06103	C	CA, Tehama	CA	S	40.45215225	-121.34233093	39.79745483	-123.06574249
06105	C	CA, Trinity	CA	S	41.36813736	-122.44810486	39.97701263	-123.62282562
06107	C	CA, Tulare	CA	S	36.74481964	-117.98150635	35.78916168	-119.57304382
06109	C	CA, Tuolumne	CA	S	38.43338013	-119.19837952	37.63370514	-120.65386200
06111	C	CA, Ventura	CA	S	34.90127563	-118.63230133	33.16701126	-119.63381958
06113	C	CA, Yolo	CA	S	38.92584991	-121.50115967	38.31304932	-122.42185974
06115	C	CA, Yuba	CA	S	39.63960266	-121.00947571	38.91839218	-121.63645172
08001	C	CO, Adams	CO	S	40.00150681	-103.70569611	39.73786545	-105.05374146
08003	C	CO, Alamosa	CO	S	37.75230789	-105.45326233	37.35634232	-106.03953552
08005	C	CO, Arapahoe	CO	S	39.74065781	-103.70655823	39.56325531	-105.05423737
08007	C	CO, Archuleta	CO	S	37.42362213	-106.47622681	36.99242783	-107.48241425
08009	C	CO, Baca	CO	S	37.64442444	-102.04152679	36.99308395	-103.08728027
08011	C	CO, Bent	CO	S	38.26779556	-102.74050903	37.64329910	-103.40442657
08013	C	CO, Boulder	CO	S	40.26278687	-105.05263519	39.91288757	-105.69367981
08015	C	CO, Chaffee	CO	S	39.05790710	-105.87803650	38.42209244	-106.59921265
08017	C	CO, Cheyenne	CO	S	39.04708099	-102.04496765	38.61238098	-103.17293549
08019	C	CO, Clear Creek	CO	S	39.85199738	-105.39785004	39.56486511	-105.92703247
08021	C	CO, Conejos	CO	S	37.40366364	-105.71840668	36.99375916	-106.67870331
08023	C	CO, Costilla	CO	S	37.65663910	-105.13058472	36.99516678	-105.77128601
08025	C	CO, Crowley	CO	S	38.52323532	-103.50137329	38.11246490	-104.05848694
08027	C	CO, Custer	CO	S	38.26519012	-105.04828644	37.88970184	-105.79689789
08029	C	CO, Delta	CO	S	39.21789169	-107.50061035	38.66796112	-108.37905121
08031	C	CO, Denver	CO	S	39.90665054	-104.60029602	39.61443329	-105.11013794
08033	C	CO, Dolores	CO	S	37.89553833	-107.86084747	37.48468399	-109.04348755
08035	C	CO, Douglas	CO	S	39.56628799	-104.66052246	39.12943649	-105.32888794
08037	C	CO, Eagle	CO	S	39.92529678	-106.17610931	39.34946823	-107.11394501
08039	C	CO, Elbert	CO	S	39.56662369	-103.71411896	38.86648560	-104.66338348
08041	C	CO, El Paso	CO	S	39.12994003	-104.05152130	38.51943970	-105.07245636
08043	C	CO, Fremont	CO	S	38.69758224	-104.94036865	38.25754547	-106.01270294
08045	C	CO, Garfield	CO	S	40.09153748	-107.03176117	39.36585999	-109.05141449
08047	C	CO, Gilpin	CO	S	39.93808746	-105.39744568	39.74595642	-105.70078278
08049	C	CO, Grand	CO	S	40.48625183	-105.62631989	39.68412018	-106.65295410
08051	C	CO, Gunnison	CO	S	39.25744247	-106.24670410	38.14688873	-107.63504028
08053	C	CO, Hinsdale	CO	S	38.14726639	-107.00060272	37.42267227	-107.59018707
08055	C	CO, Huerfano	CO	S	38.01804352	-104.35111237	37.28911591	-105.50154877
08057	C	CO, Jackson	CO	S	41.00272369	-105.85179138	40.32415390	-106.87322235
08059	C	CO, Jefferson	CO	S	39.91448593	-105.04873657	39.12954330	-105.39914703
08061	C	CO, Kiowa	CO	S	38.61532593	-102.04442596	38.26500320	-103.50698853
08063	C	CO, Kit Carson	CO	S	39.57405853	-102.04656982	39.03760910	-103.16320801
08065	C	CO, Lake	CO	S	39.38074875	-106.13552856	39.05607224	-106.58633423
08067	C	CO, La Plata	CO	S	37.64033127	-107.48142242	36.99901581	-108.38106537
08069	C	CO, Larimer	CO	S	40.99843979	-104.94305420	40.25778580	-106.19422913
08071	C	CO, Las Animas	CO	S	37.81748962	-103.07466125	36.99272919	-105.15505981
08073	C	CO, Lincoln	CO	S	39.56645966	-103.15430450	38.51641083	-104.05539703
08075	C	CO, Logan	CO	S	41.00255966	-102.65076447	40.43529510	-103.58189392
08077	C	CO, Mesa	CO	S	39.36671066	-107.37883759	38.49998856	-109.06024933
08079	C	CO, Mineral	CO	S	37.97504044	-106.69368744	37.39230347	-107.14514160
08081	C	CO, Moffat	CO	S	41.00307465	-107.31336212	40.21998978	-109.05094910
08083	C	CO, Montezuma	CO	S	37.63957596	-107.97198486	36.99883652	-109.04603577
08085	C	CO, Montrose	CO	S	38.66856766	-107.50003815	38.15215683	-109.06025696
08087	C	CO, Morgan	CO	S	40.52447891	-103.46448517	40.00083923	-104.15077209
08089	C	CO, Otero	CO	S	38.26550674	-103.39811707	37.64293671	-104.06207275
08091	C	CO, Ouray	CO	S	38.33277893	-107.51189423	37.89222336	-108.13237762
08093	C	CO, Park	CO	S	39.56819534	-105.32818604	38.69308853	-106.20736694
08095	C	CO, Phillips	CO	S	40.74959183	-102.05126190	40.43852615	-102.66570282
08097	C	CO, Pitkin	CO	S	39.36630249	-106.42649078	38.97809601	-107.46439362
08099	C	CO, Prowers	CO	S	38.26884079	-102.04148865	37.64348984	-102.74797058
08101	C	CO, Pueblo	CO	S	38.52254868	-104.05392456	37.73470306	-105.05067444
08103	C	CO, Rio Blanco	CO	S	40.22578812	-107.03736115	39.64971161	-109.05116272
08105	C	CO, Rio Grande	CO	S	37.83524323	-106.03874969	37.39934921	-106.71181488
08107	C	CO, Routt	CO	S	41.00344467	-106.62611389	39.91867065	-107.44255829
08109	C	CO, Saguache	CO	S	38.45821762	-105.43017578	37.74781036	-107.00189209
08111	C	CO, San Juan	CO	S	37.96501541	-107.45906830	37.63947678	-107.97505951
08113	C	CO, San Miguel	CO	S	38.15496063	-107.73278809	37.77355576	-109.04312134
08115	C	CO, Sedgwick	CO	S	41.00259781	-102.05129242	40.74876022	-102.65348816
08117	C	CO, Summit	CO	S	39.92491531	-105.77597046	39.35737991	-106.43917847
08119	C	CO, Teller	CO	S	39.12981796	-104.93898010	38.64752960	-105.33064270
Seattle	M	WA, Seattle	WA	S	47.77000046	-122.05000305	47.47000122	-122.40000153
08121	C	CO, Washington	CO	S	40.43861771	-102.77993011	39.56569672	-103.70706940
08123	C	CO, Weld	CO	S	41.00199127	-103.57330322	39.99978256	-105.05663300
08125	C	CO, Yuma	CO	S	40.44000626	-102.04980469	39.56771851	-102.80361938
09001	C	CT, Fairfield	CT	S	41.66682816	-72.99954987	40.95091629	-73.72777557
09003	C	CT, Hartford	CT	S	42.03885269	-72.40812683	41.54469681	-73.02953339
09005	C	CT, Litchfield	CT	S	42.05058670	-72.88706207	41.46823883	-73.51806641
