DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Version
2013-03-02T08:17:16.480+00:00,19.366,-70.026,28.7,4.1,mb,100,77,1.0,1.20,us,usc000ff6v,1362224901572
2013-03-02T08:08:36.000+00:00,60.087,-152.949,58.5,3.4,Ml,37,112,3.2,0.67,ak,ak10665943,1362238626291
2013-03-02T07:53:42.110+00:00,-22.029,170.172,30.8,4.8,mb,127,53,2.1,1.20,us,usc000ff6s,1362212796119
2013-03-02T07:15:24.000+00:00,59.600,-152.898,101.5,2.6,Ml,29,126,0.4,0.70,ak,ak10665926,1362209466332
2013-03-02T05:15:21.000+00:00,56.043,-157.783,36.7,3.1,Ml,16,176,0.4,0.84,ak,ak10665899,1362201810664
2013-03-02T04:57:49.000+00:00,51.380,-176.275,25.6,2.5,Ml,6,320,0.5,0.22,ak,ak10665896,1362253154477
2013-03-02T04:18:46.800+00:00,-17.553,-178.680,538.0,4.5,mb,219,129,3.1,0.39,us,usc000ff69,1362203502444
2013-03-02T03:36:48.500+00:00,33.595,-115.965,4.3,3.0,Ml,,29,0.0,0.23,ci,ci15292697,1362365586367
2013-03-02T03:24:18.000+00:00,60.034,-152.777,98.4,3.1,Ml,54,79,0.1,0.57,ak,ak10665764,1362195006636
2013-03-02T01:32:28.540+00:00,-12.582,169.302,417.9,4.5,mb,41,68,8.9,0.68,us,usc000ff4i,1362197343899
2013-03-02T01:30:39.040+00:00,24.690,92.216,37.3,5.5,mb,212,39,0.9,0.94,us,usc000ff4h,1362333431900
2013-03-02T01:19:37.560+00:00,-12.865,169.137,646.3,4.8,mb,222,43,8.6,0.62,us,usc000ff4d,1362192216533
2013-03-02T01:17:58.570+00:00,-12.852,169.141,645.3,4.7,mb,211,45,8.7,0.36,us,usc000ff48,1362192293196
2013-03-02T01:11:05.000+00:00,62.622,-148.833,53.9,3.7,Ml,72,29,0.1,0.52,ak,ak10665697,1362188929209
2013-03-02T00:11:08.730+00:00,5.497,126.968,89.4,5.2,mb,129,38,2.1,0.70,us,usc000ff3i,1362185144718
2013-03-02T00:08:42.300+00:00,18.021,-68.477,96.0,3.4,Md,13,338,1.4,0.31,pr,pr13061000,1362213429212
2013-03-01T23:11:11.500+00:00,40.629,-123.505,32.6,3.0,Md,,68,0.1,0.11,nc,nc71946770,1362211632600
2013-03-01T21:55:27.500+00:00,35.830,-116.800,8.4,4.1,Mw,,47,0.1,0.15,ci,ci15292545,1362264242083
2013-03-01T21:12:35.900+00:00,18.767,-64.233,37.0,2.8,Md,9,335,0.1,0.15,pr,pr13060003,1362174407332
2013-03-01T19:47:39.000+00:00,17.660,-67.133,21.0,2.6,Md,15,263,0.3,0.15,pr,pr13060002,1362171236130
2013-03-01T17:13:58.670+00:00,-21.358,-178.663,534.4,4.9,mb,302,40,4.7,1.06,us,usc000feyg,1362170672573
2013-03-01T16:53:27.880+00:00,33.717,-87.296,4.9,2.7,mb_Lg,22,76,0.7,1.45,us,usc000fey3,1362285678590
2013-03-01T16:35:25.760+00:00,34.322,139.991,33.2,4.8,mb,44,115,1.2,0.81,us,usc000fexy,1362403222096
2013-03-01T13:25:03.300+00:00,32.684,-115.834,7.6,2.6,Ml,,90,0.1,0.40,ci,ci11250698,1362183052385
2013-03-01T13:24:36.100+00:00,32.684,-115.815,7.8,2.6,Ml,,148,0.1,0.18,ci,ci11250690,1362144412550
2013-03-01T13:20:50.600+00:00,50.945,157.476,31.7,6.5,Mw,332,36,2.2,0.74,us,usc000feww,1362297030586
2013-03-01T12:53:52.410+00:00,50.938,157.511,40.9,6.5,Mwp,556,88,2.2,0.75,us,usc000fewp,1362169891000
2013-03-01T12:44:08.400+00:00,32.687,-115.838,8.8,3.2,Ml,,68,0.1,0.40,ci,ci11250650,1362151579934
2013-03-01T12:22:09.490+00:00,40.412,142.098,62.6,4.1,mb,21,143,1.8,0.45,us,usc000fewd,1362142509937
2013-03-01T11:13:54.000+00:00,58.942,-154.914,101.8,3.1,Ml,35,133,0.5,1.06,ak,ak10665193,1362137000635
2013-03-01T11:08:57.000+00:00,57.886,-156.561,156.3,3.5,Ml,63,169,2.7,1.25,ak,ak10665181,1362137304240
2013-03-01T10:56:24.600+00:00,38.823,-122.807,3.2,2.9,Md,,22,,0.07,nc,nc71946420,1362183188449
2013-03-01T10:34:52.000+00:00,52.019,178.687,44.9,2.9,Ml,7,353,2.0,0.63,ak,ak10665166,1362161582363
2013-03-01T07:50:23.100+00:00,42.561,-111.087,4.7,4.0,Mb,137,29,0.2,1.28,us,usc000fetd,1362231658820
2013-03-01T06:14:39.900+00:00,32.291,-115.348,27.9,2.5,Ml,,173,0.1,0.38,ci,ci11250562,1362118646266
2013-03-01T05:43:21.000+00:00,59.865,-153.159,116.5,3.1,Ml,55,86,0.1,1.05,ak,ak10665107,1362172017017
2013-03-01T05:41:00.700+00:00,19.132,-64.077,47.0,3.2,Md,9,328,0.5,0.18,pr,pr13060001,1362128910316
2013-03-01T04:11:18.970+00:00,6.130,-82.625,10.2,4.6,mb,121,156,4.1,0.91,us,usc000fes8,1362141074188
2013-03-01T03:29:48.040+00:00,21.765,144.036,161.9,5.5,mb,95,99,5.3,0.84,us,usc000fes2,1362270464000
2013-03-01T01:37:39.000+00:00,60.380,-152.429,109.0,3.0,Ml,47,61,0.2,0.53,ak,ak10665023,1362102194503
2013-03-01T01:26:31.000+00:00,19.592,-64.390,50.0,3.3,Md,6,306,0.9,0.23,pr,pr13060000,1362102468104
2013-03-01T01:00:40.000+00:00,50.042,177.808,31.1,3.5,Ml,9,353,3.2,0.55,ak,ak10664886,1362104163346
2013-03-01T00:34:35.020+00:00,-55.624,-27.470,39.2,4.9,mb,37,70,5.4,0.97,us,usc000femp,1362101826195
2013-02-28T23:54:03.800+00:00,18.823,-64.292,41.0,3.0,Md,7,328,0.1,0.05,pr,pr13059007,1362096812124
2013-02-28T22:57:48.600+00:00,19.473,-67.946,87.0,3.3,Md,7,234,1.3,0.43,pr,pr13059006,1362095249174
2013-02-28T21:13:36.700+00:00,19.045,-64.391,66.0,3.0,Md,4,299,0.3,0.07,pr,pr13059004,1362093320387
2013-02-28T20:48:23.780+00:00,38.130,-118.259,13.5,3.6,ml,28,106,0.2,0.11,nn,nn00404585,1362093379781
2013-02-28T20:32:01.800+00:00,19.138,-64.427,57.0,3.5,Md,18,274,0.4,0.14,pr,pr13059003,1362088266630
2013-02-28T18:07:45.810+00:00,-10.883,165.947,21.0,5.8,Mwb,343,30,10.7,0.89,us,usc000fee8,1362094607000
2013-02-28T15:39:56.088+00:00,37.160,-114.796,6.2,2.8,ml,7,130,0.3,0.07,nn,nn00404526,1362075662561
2013-02-28T15:29:25.892+00:00,38.024,-118.065,6.2,4.1,ml,21,148,0.2,0.12,nn,nn00404523,1362084995643
2013-02-28T15:21:12.000+00:00,54.656,-161.301,30.3,2.9,Ml,15,212,0.6,0.32,ak,ak10663350,1362184422479
2013-02-28T15:06:31.000+00:00,38.820,-122.804,3.7,2.5,Md,,22,0.0,0.06,nc,nc71945780,1362099311460
2013-02-28T14:58:26.400+00:00,38.566,-119.509,1.7,2.9,Md,,176,0.1,0.04,nc,nc71945775,1362100809355
2013-02-28T14:15:21.070+00:00,34.134,-107.030,5.0,3.4,ML,16,73,0.1,0.52,us,usc000fesx,1362171956155
2013-02-28T14:05:51.650+00:00,50.934,157.340,52.5,6.9,Mwp,439,67,2.2,0.72,us,usc000febi,1362179054133
2013-02-28T12:19:20.000+00:00,53.130,-166.690,16.6,2.5,Ml,16,223,0.7,0.46,ak,ak10663297,1362184421343
2013-02-28T11:57:14.900+00:00,19.186,-155.471,5.9,2.5,Ml,,101,0.0,0.17,hv,hv60473021,1362052975413
2013-02-28T11:25:17.000+00:00,19.188,-155.469,7.5,2.8,Ml,,94,0.0,0.19,hv,hv60473011,1362106219913
2013-02-28T11:06:03.040+00:00,38.059,57.587,9.9,4.6,mb,34,112,0.4,1.81,us,usc000feaf,1362057106929
2013-02-28T08:10:18.920+00:00,53.545,-165.905,38.4,3.8,mb,59,157,0.5,1.98,us,usc000fe9u,1362184366623
2013-02-28T05:43:45.600+00:00,19.527,-64.489,109.0,3.4,Md,15,266,0.8,0.28,pr,pr13059002,1362035457930
2013-02-28T05:42:27.000+00:00,66.915,-156.947,18.5,3.5,Ml,38,101,1.6,0.73,ak,ak10663214,1362184366613
2013-02-28T04:48:31.000+00:00,52.441,-168.805,4.9,2.5,Ml,6,313,0.5,0.49,ak,ak10665596,1362184367121
2013-02-28T03:11:54.220+00:00,-4.745,138.476,35.9,4.9,mb,26,148,6.5,0.72,us,usc000fe8t,1362023031111
2013-02-28T03:09:44.100+00:00,-17.771,167.341,15.1,6.1,mb,275,30,3.8,0.71,us,usc000fe8q,1362157338000
2013-02-28T02:58:31.000+00:00,19.155,-65.157,93.0,3.1,Md,7,252,0.8,0.38,pr,pr13059000,1362025994796
2013-02-28T00:33:15.940+00:00,67.580,142.402,16.3,4.7,mb,134,31,8.9,1.21,us,usc000fe7t,1362013436640
2013-02-27T23:37:52.160+00:00,28.672,128.332,11.1,4.7,mb,58,125,1.8,1.17,us,usc000fe7c,1362012046160
2013-02-27T22:25:44.340+00:00,43.152,-126.467,9.9,5.1,mb,180,159,1.6,0.87,us,usc000fe5b,1362293087556
2013-02-27T22:19:13.000+00:00,53.161,-166.660,18.7,2.6,Ml,15,223,0.6,0.52,ak,ak10662806,1362101010167
2013-02-27T22:05:55.930+00:00,36.436,26.488,148.3,4.1,mb,25,81,0.8,1.45,us,usc000fe4w,1362031453559
2013-02-27T19:54:06.050+00:00,67.731,142.698,10.0,4.4,mb,22,186,18.8,0.65,us,usc000fe1k,1362083368462
2013-02-27T19:51:13.270+00:00,35.448,-97.354,5.2,3.5,mb_Lg,47,76,0.1,0.98,us,usc000fe1c,1362366757590
2013-02-27T19:11:43.000+00:00,52.165,-171.098,28.3,2.9,Ml,9,209,1.6,0.68,ak,ak10664948,1362101013693
2013-02-27T18:48:28.500+00:00,18.986,-68.070,73.0,3.4,Md,21,198,1.0,0.23,pr,pr13058004,1362081583873
2013-02-27T18:31:44.000+00:00,59.813,-153.285,128.8,2.5,Ml,46,104,0.2,0.62,ak,ak10662729,1362101013588
2013-02-27T18:23:36.090+00:00,67.710,142.663,15.0,4.7,mb,102,66,8.9,1.01,us,usc000fdzi,1362081050520
2013-02-27T15:48:12.500+00:00,19.101,-68.018,102.0,3.4,Md,11,209,1.1,0.51,pr,pr13058003,1361983140608
2013-02-27T12:35:48.100+00:00,19.619,-64.369,14.0,2.9,Md,4,317,0.9,0.23,pr,pr13058002,1361979969096
2013-02-27T12:30:08.680+00:00,35.442,-97.244,4.9,2.5,mb_Lg,16,67,0.1,0.55,us,usc000fdxl,1362277843338
2013-02-27T12:13:38.480+00:00,-6.583,146.926,127.4,4.6,mb,33,91,4.5,0.67,us,usc000fdxc,1361971285402
2013-02-27T12:01:40.450+00:00,-3.362,146.933,37.4,4.7,mb,33,90,1.4,0.69,us,usc000fdx9,1361968312485
2013-02-27T11:01:23.300+00:00,-22.255,171.590,117.7,4.8,mb,30,204,3.4,0.86,us,usc000fdwv,1361964316487
2013-02-27T10:24:23.000+00:00,60.961,-150.925,52.6,2.9,Ml,62,36,0.3,0.69,ak,ak10662632,1362101124733
2013-02-27T10:24:12.200+00:00,41.538,142.148,73.4,4.6,mb,50,84,0.9,0.76,us,usc000fdwl,1361962728674
2013-02-27T09:55:24.130+00:00,-6.940,128.149,245.4,4.5,mb,18,46,3.3,1.19,us,usc000fdwh,1361960512855
2013-02-27T09:03:49.560+00:00,-17.851,-178.853,675.9,4.3,mb,86,95,12.9,0.65,us,usc000fdw8,1361957920924
2013-02-27T07:47:30.000+00:00,60.070,-141.646,12.4,2.9,Ml,35,191,0.3,0.98,ak,ak10662609,1362101008904
2013-02-27T06:52:14.000+00:00,53.102,-166.795,25.6,2.7,Ml,22,216,0.7,0.37,ak,ak10662603,1362101009060
2013-02-27T06:49:55.450+00:00,-31.040,-177.529,31.0,5.1,mb,113,60,7.4,1.39,us,usc000fdvg,1361949698343
2013-02-27T05:43:28.000+00:00,59.691,-153.788,136.9,2.5,Ml,33,144,0.4,0.78,ak,ak10664914,1362101011676
2013-02-27T05:15:15.100+00:00,19.396,-69.004,139.0,3.8,Md,8,335,2.0,0.21,pr,pr13058000,1361987320996
2013-02-27T04:49:04.000+00:00,52.601,-163.574,25.1,2.6,Ml,14,256,2.0,0.66,ak,ak10664912,1362101011273
2013-02-27T04:27:07.530+00:00,-30.979,-177.363,12.3,4.8,mb,91,64,1.8,0.74,us,usc000fdv1,1361943944253
2013-02-27T03:47:44.800+00:00,19.387,-67.885,29.0,3.1,Md,11,230,1.2,0.15,pr,pr13058001,1361945043804
2013-02-27T03:18:38.000+00:00,62.484,-153.306,1.2,2.7,Ml,35,72,0.7,0.76,ak,ak10662577,1362100914629
2013-02-27T01:19:57.000+00:00,60.105,-153.533,160.1,2.5,Ml,36,112,0.2,0.66,ak,ak10662414,1362100914672
2013-02-27T00:08:18.000+00:00,60.095,-141.673,19.2,2.7,Ml,17,158,0.3,0.92,ak,ak10662359,1362100913557
2013-02-27T00:06:23.000+00:00,60.044,-141.640,13.3,3.2,Ml,54,133,0.3,0.96,ak,ak10662346,1362100913529
2013-02-26T23:56:29.000+00:00,60.053,-141.653,12.4,3.6,Ml,,,,0.82,ak,ak10662333,1362015634192
2013-02-26T22:54:04.000+00:00,19.436,-67.924,53.0,3.1,Md,9,234,1.2,0.36,pr,pr13057004,1361924014499
2013-02-26T22:33:43.000+00:00,59.483,-142.662,13.0,4.3,Ml,,,,0.73,ak,ak10662296,1362016431561
2013-02-26T22:22:32.900+00:00,19.157,-68.057,86.0,3.8,Md,18,202,1.1,0.27,pr,pr13057003,1361919284422
2013-02-26T21:43:48.530+00:00,53.012,158.045,133.8,5.4,mb,535,74,0.2,0.74,us,usc000fdqt,1362070976000
2013-02-26T20:57:26.000+00:00,53.240,-166.570,4.8,2.8,ML,,,,2.40,us,usc000fdpt,1362015633111
2013-02-26T20:44:57.780+00:00,26.615,129.143,28.2,5.0,mb,110,74,0.8,0.87,us,usc000fdp4,1361914248444
2013-02-26T20:37:20.000+00:00,60.783,-150.451,36.6,3.2,Ml,,,,0.66,ak,ak10662209,1362015734280
2013-02-26T20:18:49.900+00:00,34.020,-117.221,16.3,3.6,Ml,,29,0.1,0.15,ci,ci11249474,1362293138414
2013-02-26T19:57:54.510+00:00,-21.461,-179.300,606.7,5.7,Mwb,451,40,4.5,0.89,us,usc000fdn6,1362004731819
2013-02-26T19:24:56.400+00:00,19.210,-67.981,84.0,3.2,Md,14,212,0.9,0.58,pr,pr13057001,1361911971005
2013-02-26T18:04:55.000+00:00,63.401,-151.368,12.4,3.0,Ml,,,,0.59,ak,ak10662124,1362015634207
2013-02-26T17:31:19.930+00:00,40.017,142.385,56.0,4.7,mb,65,61,2.1,0.67,us,usc000fdln,1361903522105
2013-02-26T17:07:34.800+00:00,19.250,-67.965,8.0,5.1,Md,19,202,1.1,0.50,pr,pr13057002,1362147459383
2013-02-26T16:43:41.400+00:00,18.276,-67.809,123.0,3.3,Md,15,176,0.3,0.50,pr,pr13057000,1361916262425
2013-02-26T15:57:31.580+00:00,-21.644,-174.435,44.1,5.1,mb,153,75,8.2,0.65,us,usc000fdki,1361898285060
2013-02-26T15:46:19.521+00:00,39.200,74.575,48.4,4.2,mb,13,130,3.3,0.95,us,us2013mcar,1361898365922
2013-02-26T14:06:02.940+00:00,-7.117,107.158,137.2,5.1,mb,175,99,0.8,0.87,us,usc000fdjs,1362378711754
2013-02-26T13:54:40.976+00:00,39.609,54.561,34.1,4.4,mb,47,88,3.2,1.06,us,us2013mcan,1361892993327
2013-02-26T12:46:13.850+00:00,38.654,142.151,42.1,4.6,mb,120,108,3.4,1.38,us,usc000fdje,1361925431678
2013-02-26T09:32:17.000+00:00,64.099,-149.311,142.5,4.6,Ml,,,,0.50,ak,ak10661996,1362016119079
2013-02-26T09:11:53.600+00:00,53.724,-163.516,16.8,4.6,mb,171,161,1.4,1.17,us,usc000fdi3,1362015632068
2013-02-26T09:03:59.000+00:00,51.616,-177.998,4.4,2.9,Ml,,,,0.88,ak,ak10663073,1362015636287
2013-02-26T08:57:04.420+00:00,24.279,123.477,40.6,4.6,mb,44,103,0.5,0.61,us,usc000fdht,1361870624460
2013-02-26T07:02:20.610+00:00,-13.318,167.240,227.5,4.7,mb,76,121,8.2,0.40,us,usc000fdhi,1361863773193
2013-02-26T05:05:17.100+00:00,37.160,-118.647,12.0,2.6,Md,,54,0.2,0.06,nc,nc71944225,1361941779796
2013-02-26T03:14:46.010+00:00,-27.472,-71.257,39.1,4.8,mb,7,156,0.9,0.34,us,usc000fdga,1361880225905
2013-02-26T01:47:22.560+00:00,2.594,96.171,52.7,4.8,mb,27,179,1.9,0.77,us,usc000fdfq,1361846400056
2013-02-26T01:15:01.000+00:00,63.405,-145.901,1.0,2.5,Ml,,,,0.65,ak,ak10661688,1362014981669
2013-02-26T00:39:04.750+00:00,18.701,-72.133,10.0,3.5,ML,7,131,0.2,1.07,us,usc000fdfb,1362162069649
2013-02-25T23:37:59.770+00:00,-48.335,-86.863,10.0,5.5,mb,262,95,9.8,1.01,us,usc000fddz,1361846854995
2013-02-25T22:53:07.640+00:00,31.213,-115.972,10.0,4.3,mb,74,187,1.6,1.24,us,usc000fdd1,1362262659322
2013-02-25T21:26:15.490+00:00,-10.829,165.731,10.1,4.9,mb,42,67,5.9,1.22,us,usc000fdb2,1361831852098
2013-02-25T16:48:11.984+00:00,-11.032,165.850,10.0,4.9,mb,30,110,6.0,0.73,us,us2013mba7,1361821413090
2013-02-25T16:19:27.628+00:00,38.392,141.676,60.5,4.7,mb,72,141,3.3,0.79,us,us2013mba6,1361890108041
2013-02-25T16:13:37.662+00:00,-7.257,126.934,378.2,4.6,mb,42,32,3.6,0.82,us,us2013mba5,1361817171214
2013-02-25T16:00:19.320+00:00,29.034,131.495,43.5,5.4,mb,189,80,3.6,0.57,us,usc000fd76,1361818454346
2013-02-25T15:14:35.270+00:00,-11.161,165.844,10.0,5.3,mb,171,62,6.1,0.70,us,usc000fd72,1361813810000
2013-02-25T13:41:28.287+00:00,52.810,-132.130,10.0,4.4,mb,218,147,0.3,0.92,us,us2013mba2,1361849940000
2013-02-25T13:12:42.000+00:00,60.744,-147.194,22.7,2.6,Ml,51,90,0.1,0.64,ak,ak10661457,1362197182998
2013-02-25T12:01:43.520+00:00,-18.961,169.462,271.2,4.7,mb,83,80,2.8,0.42,us,usc000fd66,1361795595642
2013-02-25T11:28:06.680+00:00,-30.706,59.915,10.0,4.8,mb,57,80,10.2,0.71,us,usc000fd62,1361794268152
2013-02-25T08:05:32.120+00:00,-32.373,-178.014,9.8,5.0,mb,78,89,3.1,0.90,us,usc000fd5h,1361781179398
2013-02-25T08:03:11.290+00:00,37.031,45.401,10.0,4.4,mb,15,109,3.2,1.42,us,usc000fd5g,1361782083963
2013-02-25T07:34:44.620+00:00,36.913,139.308,9.8,4.6,mb,35,122,1.0,0.70,us,usc000fd59,1361780616555
2013-02-25T07:32:02.720+00:00,36.951,139.195,10.0,4.5,mb,19,120,0.9,0.66,us,usc000fd58,1361780050179
2013-02-25T07:23:56.490+00:00,36.892,139.251,9.9,5.7,Mwp,465,75,0.9,0.83,us,usc000fd56,1361874241794
2013-02-25T07:08:47.930+00:00,14.340,-91.384,99.8,4.2,mb,116,154,2.1,1.18,us,usc000fd51,1361801152587
2013-02-25T05:41:28.000+00:00,18.042,-67.016,13.0,2.8,Md,10,209,0.1,0.28,pr,pr13056001,1361772039094
2013-02-25T05:22:18.200+00:00,34.385,85.764,10.0,4.6,mb,35,95,6.5,0.89,us,usc000fd4p,1361772983827
2013-02-25T05:11:08.470+00:00,34.301,85.673,12.0,5.2,mb,91,42,10.2,1.05,us,usc000fd4k,1361821547000
2013-02-25T03:56:15.219+00:00,-15.483,-175.972,10.0,4.8,mb,130,94,6.8,1.29,us,us2013mbah,1361769184321
2013-02-25T03:52:34.490+00:00,37.663,141.889,22.2,4.6,mb,19,143,3.2,0.85,us,usc000fd46,1361778370689
2013-02-25T02:59:43.080+00:00,-15.359,-176.470,60.3,5.1,mb,183,130,5.8,1.35,us,usc000fd2u,1361848988000
2013-02-25T02:37:10.805+00:00,-5.685,146.810,122.8,4.2,mb,19,70,5.5,1.02,us,us2013mbaj,1361769145717
2013-02-25T00:48:33.000+00:00,55.666,-158.129,30.3,2.9,Ml,12,187,0.9,0.77,ak,ak10661322,1362197140485
2013-02-25T00:30:53.200+00:00,19.157,-64.426,45.0,3.2,Md,4,335,0.9,0.14,pr,pr13056000,1361764474583
2013-02-25T00:13:56.000+00:00,55.706,-158.228,41.3,3.0,Ml,13,187,0.9,0.65,ak,ak10661315,1362197140470
2013-02-25T00:13:51.270+00:00,-32.445,-178.128,45.7,5.2,mb,105,56,7.0,0.95,us,usc000fcu9,1361752897839
2013-02-24T23:53:46.000+00:00,20.032,-155.927,8.2,2.8,Ml,,223,0.2,0.17,hv,hv60454362,1361786530446
2013-02-24T22:57:28.000+00:00,52.787,-169.478,2.1,2.6,Ml,,,,0.42,ak,ak10662907,1362007057646
2013-02-24T21:59:31.600+00:00,18.400,-65.826,115.0,3.3,Md,19,173,0.1,0.15,pr,pr13055006,1361746693090
2013-02-24T21:51:38.800+00:00,17.899,-66.096,6.0,3.2,Md,16,205,0.2,0.37,pr,pr13055005,1361745170337
2013-02-24T21:07:50.600+00:00,32.446,-96.987,5.1,2.7,MbLg,14,90,0.6,1.63,us,usc000fckx,1362399449603
2013-02-24T20:54:04.200+00:00,-32.176,-178.058,9.9,5.5,Mt,59,86,2.9,1.38,us,usc000fckr,1362411190441
2013-02-24T20:48:33.400+00:00,38.815,-122.814,3.3,2.5,Md,,29,0.0,0.07,nc,nc71943455,1361833326437
2013-02-24T20:15:38.000+00:00,61.184,-140.696,0.6,3.1,Ml,,,,0.88,ak,ak10661262,1362401519000
2013-02-24T17:41:49.000+00:00,60.082,-153.385,156.2,2.5,Ml,,,,0.58,ak,ak10661217,1362007043624
2013-02-24T16:43:37.900+00:00,-24.132,-66.864,165.8,4.9,Mb,262,43,2.4,0.76,us,usc000fcin,1362399449594
2013-02-24T16:40:22.100+00:00,-31.244,-68.466,92.6,4.7,Mb,29,76,2.3,0.85,us,us2013maau,1362399449620
2013-02-24T15:16:42.447+00:00,29.945,94.950,35.0,4.0,mb,14,212,3.3,0.95,us,us2013maat,1361726892007
2013-02-24T15:12:30.000+00:00,55.497,-135.032,15.8,3.5,Ml,,,,0.73,ak,ak10662872,1362007050266
2013-02-24T14:51:20.100+00:00,-7.430,128.629,142.4,4.7,Mb,63,47,2.7,0.67,us,us2013maaq,1362399449624
2013-02-24T14:46:25.000+00:00,60.988,-152.447,123.5,3.9,Ml,,,,0.80,ak,ak10661165,1362007187473
2013-02-24T14:36:16.000+00:00,-24.969,-177.623,234.9,4.7,Mb,60,126,4.3,0.77,us,us2013maap,1362399449612
2013-02-24T14:33:19.500+00:00,11.040,91.988,4.2,4.7,Mb,36,112,1.0,0.80,us,us2013maan,1362399449616
2013-02-24T14:13:21.161+00:00,38.030,-118.062,11.4,3.5,ml,18,123,0.2,0.13,nn,nn00404186,1362402618000
2013-02-24T13:02:28.200+00:00,18.664,-64.580,51.0,2.7,Md,9,180,0.2,0.14,pr,pr13055003,1361728049841
2013-02-24T13:01:55.300+00:00,-8.490,127.196,13.2,5.1,Mb,98,47,3.1,0.92,us,usc000fch5,1362399755053
2013-02-24T12:56:02.900+00:00,32.527,-96.911,5.0,2.6,MbLg,27,50,0.7,0.73,us,usc000fch3,1362399568140
2013-02-24T12:53:19.500+00:00,18.980,-65.026,42.0,2.6,Md,4,238,0.7,0.05,pr,pr13055001,1362403298000
2013-02-24T11:27:46.900+00:00,-5.025,132.885,71.5,4.1,Mb,9,148,2.2,0.63,us,usc000fcgt,1362399448172
2013-02-24T10:35:52.200+00:00,32.462,-96.912,5.0,2.5,MbLg,15,90,0.7,1.21,us,usc000fcgj,1362399533271
2013-02-24T10:23:21.040+00:00,14.790,120.044,74.4,4.3,mb,52,108,2.8,0.78,us,usc000fch0,1361780210850
2013-02-24T09:55:54.800+00:00,37.561,-121.953,6.7,2.9,Ml,,29,0.0,0.15,nc,nc71943160,1362404012000
2013-02-24T09:00:00.400+00:00,0.975,-78.502,9.0,4.4,Mb,27,140,0.7,1.10,us,usc000fcg3,1362399448185
2013-02-24T07:51:48.000+00:00,18.576,-65.752,83.0,3.0,Md,11,198,0.3,0.23,pr,pr13055000,1361696122901
2013-02-24T06:33:34.000+00:00,64.912,-139.310,13.2,2.7,Ml,,,,1.59,ak,ak10661093,1362007044742
2013-02-24T05:52:40.200+00:00,35.626,-90.553,12.4,2.5,Md,21,79,0.1,0.10,nm,nm022431a,1362409663178
2013-02-24T05:46:31.000+00:00,53.549,-167.143,15.8,2.5,Ml,,,,0.63,ak,ak10661087,1362007046863
2013-02-24T05:07:30.400+00:00,36.481,70.294,221.0,4.4,Mb,36,68,2.2,0.74,us,usc000fceq,1362399687372
2013-02-24T04:55:19.900+00:00,36.991,140.619,56.7,4.6,Mb,68,130,2.0,0.42,us,usc000fcep,1362399448197
2013-02-24T01:32:57.000+00:00,53.438,-163.348,37.2,2.6,Ml,,,,0.40,ak,ak10662825,1362007045781
2013-02-24T00:57:26.630+00:00,26.933,75.570,10.4,3.8,mb,17,240,9.4,0.82,us,usc000fcdj,1361728287239
2013-02-24T00:08:44.400+00:00,59.975,-138.975,5.0,2.5,Ml,22,65,0.4,,us,us2013mabc,1362405261000
2013-02-23T22:28:38.600+00:00,35.626,-90.558,14.1,3.6,Mw,30,83,0.1,0.11,nm,nm022313d,1362313039340
2013-02-23T20:58:27.670+00:00,-8.572,127.415,44.3,5.2,mb,63,40,3.3,1.10,us,usc000fcbg,1361655406796
2013-02-23T20:08:24.600+00:00,-16.028,-71.690,64.2,4.4,Mb,20,130,3.4,0.58,us,us2013lzbj,1362329178306
2013-02-23T19:07:25.000+00:00,52.787,-169.366,3.1,2.7,Ml,7,346,0.4,0.71,ak,ak10660859,1362184078829
2013-02-23T17:04:44.900+00:00,51.488,-178.036,57.8,5.2,Mb,522,54,0.7,0.74,us,usc000fc8c,1362313190113
2013-02-23T16:43:26.000+00:00,54.928,-160.358,38.6,2.7,Ml,9,252,0.4,0.18,ak,ak10660820,1362184078655
2013-02-23T14:57:51.300+00:00,18.747,-64.797,111.0,2.8,Md,4,220,0.4,0.07,pr,pr13054007,1361637035385
2013-02-23T14:56:51.700+00:00,18.715,-68.317,57.0,2.5,Md,5,184,0.9,0.20,pr,pr13054006,1361636945140
2013-02-23T14:45:48.500+00:00,-11.717,165.118,19.4,4.9,Mb,48,101,5.6,0.79,us,usc000fc7h,1362313039335
2013-02-23T14:40:14.800+00:00,35.103,140.992,27.5,4.7,Mb,41,101,2.2,1.47,us,usc000fc7r,1362313040444
2013-02-23T14:32:28.000+00:00,63.008,-151.008,129.2,2.5,Ml,30,83,0.5,0.46,ak,ak10660782,1362184078616
2013-02-23T14:31:05.100+00:00,-11.721,165.041,19.0,5.6,mb,206,28,5.5,0.67,us,usc000fc75,1361640743523
2013-02-23T13:23:23.000+00:00,61.737,-149.757,37.1,3.7,Ml,66,36,0.3,0.50,ak,ak10660752,1362184195813
2013-02-23T13:15:27.200+00:00,19.354,-155.011,7.6,2.6,Ml,,198,0.1,0.16,hv,hv60453657,1361625683155
2013-02-23T12:36:30.400+00:00,18.271,-68.130,89.0,3.3,Md,15,187,0.6,0.17,pr,pr13054005,1361625144633
